Comment,Is_Neutral
Alguien en 2024?,True
😍😍😍,True
2024 anyone?,True
Anyone watching this after it was announced Robert Downey Jr. is Dr. Doom?,True
Goblin voice ❤️,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=134"">2:14</a>",True
This is one of them “ you had to be there” moments!,True
1st day 1st show dekhne ka ghamand h,True
been a while,True
The hype for this movie was just…oml the theaters was just everywhere imma say that rn…,True
Hey🫶🔥,True
Anyone after knowing RDJ as Dr. DOOM ?!?,True
2.37 goosebumps,True
this movie was a banger,True
Just came back to experience the hype 😂❤ again,True
2 years...,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=30"">0:30</a> <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=60"">1:00</a> <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=90"">1:30</a> <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=120"">2:00</a> <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=150"">2:30</a> <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=180"">3:00</a>",True
you just had to be there..,True
Istg the amount of hype bro,True
August 2024 gang here,True
Still gait goosebumps,True
2024 anyone?,True
Hi,True
Who&#39;s here in 2025?,True
2 years ago everyone waited to see 3 Spiderman in 1 flim 😂😂😂,True
Nostalgia,True
❤❤❤❤❤,True
what a movie,True
this was the last movie i saw in a cinema XD,True
Who’s here after Deadpool and Wolverine,True
Anyone after Deadpool 3 ?,True
Anyone from 2024? ❤,True
Cant believe they dropped this 1 month before the movie came out,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=148"">2:28</a> 😢❤",True
ANYONE IN 2024 ???? <br>👇,True
Anyone here 2026?,True
Heyy,True
Deadpool &amp; Wolverine releasing tomorrow,True
Anyone in 2024?,True
Bhai teri hight badhegi Ki Nahin😢,True
There is tobey and andrew in this movie,True
"watching this in 2024 and realizing this is what marvel was, this is the marvel we lost",True
Who else got recommended by this again ?,True
ฉันผิดหวังกับภาคนี้ โทบี้กับแอนดรูว์ออกตอนท้ายๆ แล้วโทบี้เป็นสไปเดอร์แมน3 หนังเค้าออกมาก่อนหนังเค้าทำออกมาคือชอบทั้งโทบี้และแอนดรูว์บทไม่เด่นเลยอย่าเอามารวมกันอีก<br>พวกคุณเอาสไปเดอร์แมนมาโดนแทง<br>แฟนหนังรับไม่ได้,True
Now I get it hype on 60´s for Star Wars...,True
Someone in 2024,True
"<a href=""UCkszU2WH9gy1mb0dV-11UJg/hcMfY5_zAbbxvwKLooCoCA""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/hcMfY5_zAbbxvwKLooCoCA""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/hcMfY5_zAbbxvwKLooCoCA""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/hcMfY5_zAbbxvwKLooCoCA""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/hcMfY5_zAbbxvwKLooCoCA""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/hcMfY5_zAbbxvwKLooCoCA""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/hcMfY5_zAbbxvwKLooCoCA""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/hcMfY5_zAbbxvwKLooCoCA""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/hcMfY5_zAbbxvwKLooCoCA""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/hcMfY5_zAbbxvwKLooCoCA""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/hcMfY5_zAbbxvwKLooCoCA""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/hcMfY5_zAbbxvwKLooCoCA""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/hcMfY5_zAbbxvwKLooCoCA""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/hcMfY5_zAbbxvwKLooCoCA""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/hcMfY5_zAbbxvwKLooCoCA""></a>",True
Goosebumps,True
MJ: <b>*falls*</b><br>Tom: <b>Jumps</b><br>Andrew: <b>Jumps</b><br>Tobey: &quot;I missed the part where that&#39;s my problem&quot;,True
We are in the layers,True
Kon kon 2024 me aaya hai like here❤❤❤,True
❤❤❤,True
"Only one peter parker is here haa,, marvel @ sony making us fool 😅😅",True
"who is watching this on 2024, 7th of july",True
horseshit,True
This is the truly &quot;u had to be there&quot;,True
In the movie he says shit😂😂😂,True
Who has come here after 2 years of this movie 🎥 release.<br> 👇,True
I still can&#39;t Forget how hype I was when this movie was realised.,True
Who’s here July 2024,True
The end of Spider-Man ???,True
When another Spider Man movie comes out I want the final battle to be all 3 actors of Spider Man Vs Venom &amp; Carnage,True
Whole trailer one side and Green Goblin line on another,True
This movie was so big 2 years ago EVERYONE was hyped future generations will never understand that,True
Those who are watching in 2024...🎉❤,True
Rompio internet esto en su momento,True
2024 ?,True
This was 2 years ago,True
Who&#39;s here in 2024?,True
Spider Man Monday has been the highlight of the summer box office.,True
Make tasm 3,True
They copied this multiverse idea from into the spider verse,True
The suspense,True
cant wait for this 😍,True
the line,True
I had to tell you,True
Anyone here in 2024,True
"Watching in 2024 , just Same vibs  🔥",True
bro stop,True
2024,True
Where is venom ?,True
😮😮😮,True
Take me back to this hype 🥺🥺,True
kendimi 2021&#39;e fragmanları heyecanla beklediğim günlerde gibi hissettim,True
three years from a post credit scene and now everyone forgot this movie,True
YouTube recommended me this trailer today .<br>What a hopeful movie it was...!! ❤,True
I’m gonna make my kids Hardcore Spider-Man Fans n will make em wait for years to watch it in the same sequence they were released in. ❤,True
I MISS THIS MOVIE SO MUCH❤,True
"Watched the movie, still here 😂😂",True
03.04.2024😢❤,True
2024?,True
hello😊,True
.,True
❤❤❤,True
I want this time back,True
i just watch ts sometimes to feel something,True
Nostalgia bait movie and y&#39;all ate it,True
"The movie gave me what I always wanted as a kid, all the Spider-Men coming together in the end.",True
this trailer still give me goosebumps 2024,True
My kids won’t understand the hype that was around this trailer,True
Who is see this in 2024  😅,True
Still gives me chills everytime I watch it even after 2 years,True
We also of course need madame&#39;s web,True
Spider-Man 👑,True
I like Spider-Man,True
мынау мейрамбек беспаев қой ебаааа,True
Waiting for 4,True
2024?,True
"At <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=138"">2:18</a> and <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=141"">2:21</a> They literally chopped out andrew and tobey from their scenes in the trailer to not give spoilers 😂😂",True
Gosh I wish I can go back in time and experience this again in THEATERS 😭,True
"Kids nowadays can never understand how much hype this had. Like everyday we were getting theories... Damn, I kinda miss those days",True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=111"">1:51</a> ❤",True
It&#39;s happens 3 years ago 😢,True
7 April 2024 saw thi❤,True
Came back for the comments,True
Avoided to use internet for 2 days to see the movie without a spoiler suck a hype ! ❤,True
👍👍👍,True
A trailer with zero spoiler,True
Phim như c hay vl,True
I wonder why Harry Osborn from the Raimiverse isn&#39;t in here...he died knowing Parker was Spider-Man,True
"I wish we were getting Spider-Man 4 this year, but we’re not gonna get any Spider-Man movies this year anyway which sucks💀💀💀😭",True
"you are not peter,the future generations cant understand",True
Can’t believe it’s been 2 years 😢,True
"Boa noite, vim aqui dizer que só o amor de Deus pode preencher nosso vazio. Só falem com Ele",True
türk var mı ben varım da 😂,True
"no way, it&#39;s home",True
I hope future peter meet ursula and maried,True
From all this time I watched this trailer I learned every part of what they said,True
2021 felt like yesterday,True
Did anybody notice the glitch on the part that after may died and both Peter&#39;s going to his school roof top to support him the moment after they jumped and landed you can see the fake placement,True
Bro i am watching this trailer after movie and there was no clue for all three spiderman in the movie,True
"I remember going to see it the night it came out. I went to school the next day and threatened my class with spoilers…suffice to say, they didn’t act up!",True
I havent seen this yet,True
Watching this on 2024🔥,True
😢😮😮😮,True
☝️,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=96"">1:36</a>",True
I was sobbing when Mj fell I kept looking her up to see if she was booked after this cause I HAD NO CLUE GWEN WAS GONNA 😢,True
2024❤❤,True
Is 2 years,True
ayoo tobey and andrew werent in the trailerr!!,True
Andrew Garfield ❤,True
The.  I.  I want that movie called Disney+ the Spider-Man movie no way home please,True
Dkf,True
Who is here in 2024. And feel nostalgia.,True
Lets gooo,True
Already over 2 years ago… damn,True
🎉🎉🎉❤🎉🎉🎉🎉,True
2024 ???,True
It was alright.,True
Some people didn’t Experience this on day 1 release with the cinema being hyped to see tobey and Andrew,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=115"">1:55</a> &quot;You&#39;ll never take this away from me&quot; ⚡😤💪🏼",True
❤❤ 1/29/24,True
so what happens when this peter meets his universe&#39;s otto octavious?,True
everyone remembers where they were...,True
How has it been 2 years already?!!! 😳,True
Can&#39;t believe this was 2 years ago....still remember it like it was yesterday....,True
miss the moment,True
.,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=120"">2:00</a>",True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=154"">2:34</a> music 🔥🔥🔥🔥🔥🔥🔥",True
hello,True
i’ll never forget seeing this in theatres ugh,True
Mükemmel bir fragman,True
baya iyi bir filmdi tekrar tekrar izlesemde aynı heyecanı veriyor,True
Mükemmel film ve sinama,True
Aksiyon dolu çılgın bi film izlenir,True
Çok güzel bir filmdi çok beğendim.,True
Gayet başarılı tebrik ederim sizi,True
😅. Süperrrr görseller çok iyi değil mi ? 🎉,True
Süper flim izlemeye değer,True
Harika bir sinema keyfi,True
O kadar iyi bir fragnam olmuş ki işi gücü bırakıp izlemek geldi içimden 😍,True
After watching this movie<br>I&#39;m thinking that Andrew&#39;s Spiderman will start dating Zendaya😍😚 and tom will become venom man.👿😂,True
Süpermen filminin en güzel serilerinden biri herkese tavsiye ederim❤❤❤❤❤,True
Bayıldım gerçekten,True
Yerli,True
İsmin yüceliği,True
😮😮😮,True
izlemenizi tavsiye ederim,True
harika,True
Mükemmel♥️♥️♥️,True
Çok iyi bir animasyon filmi severek izledim,True
Çok güzel gerçekten🎉,True
İzlemeye değer bir film herkese tavsiye ederim,True
Tobeyi bekliyorum umarım gelirr,True
Sinemanın hakkını vermişler gercekten cok iyi  emeği gecen herkese teşekkürler herkese izlemesini tavsiye ederim,True
Marvel serileri harika😎,True
Ne filmdi ama grafikler harika nasıl zaman geçti anlamadım,True
Süper,True
Cok guzel cekmissin basarilar dilerim....,True
İzlediğim en iyi Spiderman filmiydi tebrikler,True
Spiderman serisinin en iyi filmlerinden biriydi,True
Süperrrrr,True
Herzaman örümcek Adam&#39;ın filmlerini sabırsıslıkla izliyorum. Bu film nefes kesici. Ve örümcek adamın karşısına zorlu rakiplerin karşısında nasıl kazandığını görmek harika bir duygu,True
gercekten mukemmel,True
Çok güzel bir film izleyin kesinlikle,True
Hayranı olduğum kahramanın güzel ve sürükleyici bir filmi daha ❤❤,True
Mükemmel heycan vericiydi,True
Spiderman çok severim 30 35 kere izlediğim için çoğu sahnesini biliyorum herkese tavsiye ederim ❤,True
Bu çok güzel.Çok beğendim.Bayıldım.,True
Çok heyecean verici bir filme benziyor,True
trailer still gives me chillss,True
Guzel film tebrikler 😊,True
Gerçekten mükemmel ötesinde bir flim olmuş,True
Cok etkileyici bir film bayildimm,True
Spiderman serisinin aksiyon dolu bir bölümü,True
Bu çok güzel ve bunu çok seviyorum❤❤❤❤,True
Süper,True
çok iyi filmm,True
çocukluğumun aksiyonu nu yaşadım,True
Muhteşem ötesi bir film mutlaka izleyin,True
Mükemmel film,True
çocukluğumun aksiyonu mu tekrar yaşıyorum,True
Film harika bayıldım mükemmel,True
Spiderman serisinin en çılgını.,True
Cok begendim mutlaka izleyin arkadaslar,True
çok iyi bir film harika ambiyansa sahip.,True
Bu filmi izleyin izlettirin muazzam harika ötesi bir film,True
Süper bir film herkese tavsiye ederim,True
👍👍👍👍👍,True
baya iyi lan çokk beğendim tavsiye ederim,True
Harika bir film Örümcek Adam&#39;a bayılıyorum,True
On numara beş yıldız tad alarak izlenir,True
Gerçekten etkileyici izlenmelii heyecen verici 🎉🎉,True
Çok güzel,True
"Film, Marvel tarihinin en iyi filmi olabilir. Kesinlikle izleyin derim.",True
Tüm seriyi ailecek seve seve izledik,True
Beğenerek izledim,True
Efsane bu filiim  tekrar tekrar izliyoruz ...,True
Muhteşem Bi film tekrar tekrar izlenir,True
Çok iyi süper,True
Bu adamlar gerçekten film çevirmeyi biliyor çok harika bir film daha geliyor bence herkes,True
Çocukluğumdan beri izliyorum bu gerçekten çok güzel olmuş,True
Süper 🎉,True
Örümcek adam  son çıkan filmi doktor satrenc katılmıyla çok güzel bir flim olmuş seyretmenizi tavsiye ederim,True
Harika bir film mutlaka izleyinnn🎉🎉🎉,True
I can&#39;t wait to watch the movie 🎉 Does anyone want to share spoilers?,True
Marvel yine harikalar yaratmış. Çok güzel.,True
Harika,True
"Bir yıl geçtiğine inanmıyorum, bu film bir harikaydı. Keşke geriye dönüp ilk kez tekrar izleyebilsem",True
Efsane etkileyici bir film olmuş tebrik ederim,True
Her zaman zevkle keyifle tekrar tekrar izliyorum,True
Her zaman aklınızda olacak bir harika bir film 🕷️🕸️❤,True
The future generations aren’t gonna understand how hype this movie was,True
İzlemekten asla bikmadigim efsane bir yapim,True
Cok guzel,True
Çok güzel film hayat bir başarıdır aksiyon mükemmel,True
Hiç bu kadar hızlı patlayan bir karavan görmemiştim,True
Mükemmel ötesi bir film hayatın boyunca izlediğim Number One diyebileceğim tek filmdir,True
Çocukluğumdan beri en çok izlediğim bir film serisi öncekiler gibi sürükleyici bir hikâye,True
Çok başarılı  filim izlemenizi tavsiye ederim,True
Çok iy,True
Çok hoş,True
Bu filim harika herkesin izleyip kacirmamasini. Siddetle tavsiye ediyorum,True
Mükemmel 👌,True
Çok güzel film baştan sona izlemenizi öneririm,True
Süper ❤,True
Çok güzel çok beğendim çok başarılı,True
Herzamanki gibi ekranlara kilitleneceğiz❤❤❤❤,True
Oglumla severek izliyoz,True
Çok iyi bir film😮,True
Son zamanlarda izlediğim en iyi film,True
Çık güzel bir film izlemenizi tavsiye ederim,True
You are  not peter,True
Gerçekten abartılıcak bir film her seferinde yeniden izliyoruşum gibi hissediyorum 😊😊,True
Güzel bir bilim kurgu filmi<br>Mükemmel,True
Çok güzel efektleri hayran kaldım emeği geçenlere teşekkürler,True
Harika bir film gerçekten çok keyif alarak izledim,True
Tüm zamanların en iyi filmi gerçekten harika,True
Arkadaşlarınla izlenicek sürükleyi ve güzel bir film izlemenizi tercih ederim🎉,True
Yıllar önce izlediğim akıcı bir film izlemenizi öneririm,True
Kesinlikle tavsiye ediyorum çok güzel bir film,True
Coming here almost eight monts after the trailer dropped stil get chills watching it. I wish we could relive the hype,True
Mükemmel mükemmel mükemmel ❤❤,True
Çok sürükleyici eğlenceli,True
😮😮😮,True
Aksiyon dolu profesyonel çekim efsane bir film olmuş emeği geçen herkesin eline sağlık 👌,True
Tavsiye ederim,True
Gerçekten izlenmeye değer efsane bir film bizi bekliyor 😊,True
Çok heyecanlı izlenmeli bır film,True
Son zamanlarda ki en iyi film,True
🎉🎉🎉 basarilarrr,True
Çok iyi görsel bir şölendi,True
Bu film beklemeye değerdi 👍👏,True
Harika bir film tavsiye ederim,True
Bu filme hayran kalan bir ben olamam 🎉,True
Enteresan çok iyi,True
Vav bayildim<br>Aksiyon korku hepsi bir arada,True
Fragmanını bile tekrar tekrar izlemek çok heyecanlı muhteşem otesi,True
Kral dönüyor. İzlemedim ama bugun izlemeyi iyiden iyiye düşünüyorum. Bakwlım nasıl film,True
Mükemmel emeği geçen herkese teşekkürler 😊😊,True
çok iyi film marvel bu işi yapıyor.,True
Her serisi dahada güzel ve iyi,True
Süper heyecan verici,True
Çok güzel bir filmdi yapımcıya çok teşekkürler,True
Bu filmin heyecanı çılgıncaydı.,True
🎉🎉🎉🎉,True
Gerçekten muazzam bir video büyüleyici,True
Sürükleyici bir film,True
"Fantastik, eğlenceli ve etkileyici.",True
Mukemmel,True
Çok sürükleyici bir filmdi zamanın nasıl geçtiğini anlamadım.,True
Güzel bir film olmuş beğendim doğrusu.,True
Harika bir film kesinlikle tavsiye ederim,True
Hello Peter 😊,True
Çok iyi film bayıldım,True
Spiderman yine harika görsel efektlere sahip bir film daha teşekkürler Marvel,True
Bayıldım resmen şimdiden merak ettim 😇🤪,True
Muhteşem,True
Bro llore like si lloraste,True
Hello Peter,True
2024 anyone ?? 😮‍💨,True
I would give anything to experience the unreal hype for this movie again. Can&#39;t believe this came out two years ago.,True
🕷🕸️,True
"&quot;Yeah so just have Jamie Foxx, as Electro, say nothing of value. Tell him to be upset that Peter Parker isn&#39;t black&quot;",True
Whos here on 1st January 2024?,True
Can&#39;t believe it&#39;s been 2 years...,True
I’m buggin or sum I thought this movie came out in 2022,True
"That December,my godd..i have watched this no. Of timess but still ❤❤end of movie,will bring you cry",True
Time flies,True
The ending of the trailer had is all HYPE!!,True
I would do anything to go back and watch this movie with my friends,True
Quisiera volver a esos tiempos,True
Ya 2 años que se cumplió el sueño de varios (me incluyo) ninguna otra pelicula de marvel logrará el hype autentico que nos dio esta pelicula (quiza deadpool 2),True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=151"">2:31</a> <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=152"">2:32</a> <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=153"">2:33</a>",True
MASTERPIECE ( MCU + SPIDERMAN = 1000/10 ),True
I miss this era,True
The hootings in the halls begins,True
Legend komic,True
Time goes....,True
Here after the movie completed its 2 years anniversary. Time flies...,True
You are not peter parker<br>Sold me,True
Movie name ??,True
2 years ago today 😢 time flys,True
It’s been 2 years……,True
2 years later... 🎉,True
On this day 2 years ago we witnessed a masterpiece,True
Two years ago today this miracle happened🙂❤️‍🩹,True
2 years ago.,True
I wish i had a time machine 🫠,True
I miss that feeling,True
"It&#39;s been 2 years... ❤, even today also i can feel the hype which it had at that time.",True
Dois anos atrás.,True
❤,True
I miss the hype,True
Amazing.Just.Wow.It’s been two years……,True
Where the time go...,True
Selalu terkenang🎉,True
It&#39;s been 2 years,True
"It&#39;s been 2 years since the trailer was released, and I remember trying not to fall asleep at night so as not to miss it and woke up at about 6 a.m. and watched it.",True
"Aquí todos los latinos que después de casi dos años del estreno de esta joya, volvemos a ver este jodido tráiler y nos sigue emocionando bien kbron. ♥️",True
Я автобот оптімус скайуокер,True
This era in my life will never be topped,True
Trailer STILL gives me chills,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=148"">2:28</a>",True
"The popularity veiws were in the brazillions,its a fact and a pun",True
2 Years Ago Dam,True
they cut the parts with all three spider-man out,True
Mid,True
Yo me vi esa película con mi madre y hermanos ❤,True
2 years passed without a spidey film,True
Andrew Garfield was across the street at the Paris Theater in NYC promoting Tic Tic Boom when this trailer dropped.,True
Next movie must be &#39;Spider-Man Homeless&#39;😂😂😂😂,True
Anyone watching in 2023?,True
NWH hype &gt;,True
I literally woke up in the midle of the night to watch the trailer 😂,True
2 YRS!!!!,True
Sempre vou ser grato por ter nascido pra ver esse filme acontecer,True
Can&#39;t believe it&#39;s 2 years now,True
2 years....,True
"Damn, 2 years now?",True
2 years after this trailer... Feels like yesterday,True
Ya 2 Años Que Rapido Pasa el tiempo❤,True
I have no idea why but after 2 years i am back here 😂,True
2 years...,True
Here I am at 2 year at that trailer,True
2 years,True
2 years already,True
2yrs for this 💥💥🤌🤌🤌,True
Two years ago today was when I felt the ultimate hype for this movie,True
TWO YEARSSSS,True
2 años de tremendas pajas mentales que la mayoría fueron acertadas,True
I miss the hype it was GENERATIONAL,True
Bro idk how I knew this trailer came out 2 years ago. Woke up and I was like wasn’t the no way trailer dropped today in 2021. Crazyyy….. 😂😂😂😂,True
One year later and this stills giving me chills,True
i want this movie once again in theaters,True
Bro I cannot wait for this to come out next month,True
Wow😍😍😍,True
Will never get over hearing Goblins voice and just chills!!!!,True
this trailer still give me goosebumps even after a year of the movie out,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=74"">1:14</a>",True
The beginning is boooring,True
What soundtrack is?,True
AS salaam 👁🔥👁,True
AL Jabbar 👁🔥👁,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=99"">1:39</a>",True
I remember watching this with my friends at the cinema… what a day to remember,True
What an experience i had with this movie!!!,True
It’s crazy how i completely missed hearing about this movie.  I wonder why they didn’t do a better job at marketing it and hyping it up,True
It all went downhill from here,True
"Seeing this in theatres was an experience. This trailer was hype, but the film itself surpassed it by leaps and bounds.",True
Leo movie trailer hits 3M likes just 7 days,True
This movie&#39;s hype will always be next to Endgame,True
Trash movie made for kids.,True
There&#39;s never gonna be another infinty war craze <br><br>And then they drop this heat.,True
After 2 years anyone watching this trialer? This trailer still getting goosebumps 🤯🤩,True
No way home was a 9/10 movie  i think tobey and andrew could had moree scenes,True
this movie cemented my dislike to the Peter Parker that Tom Holland portraits and the MJ in the same universe.<br>I personally prefer the portrayals of Andrew Garfield and Tobey Maguire.,True
I wanna experience this in theatres AGAAAAAIIIINNNN,True
Take me back in timeeeee,True
Andrew Garfield entry and future generations kids be like: why this people yelling at him,True
Will always remember this feeling,True
This movie came out almost 2 years ago wth,True
After almost 2 years i still got massive chills from this trailer,True
This movie made 2021,True
pls movei,True
This movie was so hype,True
............,True
"Хоч пройшло багато часу з моменту коли трейлер вийшов, коли всі ми його чекали, але навіть зараз під час перегляду йдуть мурашки по тілу",True
"Youre not Peter Parker , that masterpiece moment",True
almost 2 years is crazy🙏😭,True
🙏🏽🛐🛌⭕️🏄‍♀️💭💧⏳🫀🕸🏃‍♀️🪶📈🐕🐅🌙♾🐈‍⬛⚖️🌑🤲🏽🐞🐨🌞✨⌛️❄️🌈💯🌧🛐🙏🏽,True
Sony Pictures Home Entertainment Marvel Entertainment Walt Disney Studios Home Entertainment,True
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=119"">1:59</a>",True
